AWAY,HOME,HOME_TEAM_RESULT,W%,B_index,LV2,wOBA,WAR,WAR,W%,B_index,LV2,wOBA,WAR,WAR
Rays,Phillies,L,0.419753086,48.8,29.26,0.315,12.2,17.3,0.438271605,47,28.53,0.296,13.6,10.2
BlueJays,Astros,W,0.549382716,46.7,28.14,0.327,19,23.7,0.518518519,48.1,29.74,0.317,20.1,20.6
Indians,Reds,W,0.583850932,46.4,30.09,0.326,18.7,26.7,0.419753086,46.7,26.46,0.311,-1.4,15.9
Royals,Dodgers,L,0.5,46.3,27.5,0.307,9.9,14.6,0.561728395,46.3,32.05,0.314,22.7,24.2
Mariners,Athletics,D,0.530864198,46.6,28.27,0.325,12.9,20.9,0.425925926,43.6,26.37,0.302,12.2,2.7
Angels,Rockies,D,0.456790123,42.4,25.16,0.314,6.7,20.7,0.462962963,48.8,26.66,0.339,13.5,17.5
Twins,Orioles,W,0.364197531,47.9,26.48,0.317,8.5,12.5,0.549382716,47.3,26.91,0.326,15.4,20.2
Brewers,Rangers,L,0.450617284,49.9,25.31,0.315,12.5,12.3,0.586419753,46.2,25.24,0.324,10.1,18.7
Giants,Padres,L,0.537037037,43.5,28.27,0.315,17.2,26.8,0.419753086,48.5,26.19,0.297,8.7,11.6
RedSox,Rays,W,0.574074074,46.6,29.18,0.346,18.1,35,0.419753086,48.8,29.26,0.315,12.2,17.3
Tigers,Cardinals,L,0.534161491,48,27.31,0.33,17.4,19.4,0.530864198,46.7,27.7,0.329,17.4,22.3
Marlins,Braves,W,0.49068323,46.1,28.77,0.309,14.5,20,0.422360248,45.5,26.35,0.304,8.9,10
Twins,RedSox,L,0.364197531,47.9,26.48,0.317,8.5,12.5,0.574074074,46.6,29.18,0.346,18.1,35
Pirates,Phillies,W,0.481481481,47,26.13,0.318,9.2,17.3,0.438271605,47,28.53,0.296,13.6,10.2
Astros,BlueJays,W,0.518518519,48.1,29.74,0.317,20.1,20.6,0.549382716,46.7,28.14,0.327,19,23.7
Cubs,WhiteSox,W,0.635802469,46.7,30.36,0.333,20.6,38,0.481481481,46.7,27.06,0.314,15.9,16.4
Reds,Brewers,L,0.419753086,46.7,26.46,0.311,-1.4,15.9,0.450617284,49.9,25.31,0.315,12.5,12.3
Angels,Royals,W,0.456790123,42.4,25.16,0.314,6.7,20.7,0.5,46.3,27.5,0.307,9.9,14.6
Athletics,Indians,W,0.425925926,43.6,26.37,0.302,12.2,2.7,0.583850932,46.4,30.09,0.326,18.7,26.7
Rockies,Angels,D,0.462962963,48.8,26.66,0.339,13.5,17.5,0.456790123,42.4,25.16,0.314,6.7,20.7
Rangers,Mariners,W,0.586419753,46.2,25.24,0.324,10.1,18.7,0.530864198,46.6,28.27,0.325,12.9,20.9
Nationals,Mets,L,0.586419753,45.8,31.17,0.322,23.2,23,0.537037037,45.9,29.76,0.315,24.4,20.5
Orioles,Yankees,L,0.549382716,47.3,26.91,0.326,15.4,20.2,0.518518519,44.8,30.4,0.311,18.2,14.6
Royals,Rangers,W,0.5,46.3,27.5,0.307,9.9,14.6,0.586419753,46.2,25.24,0.324,10.1,18.7
Padres,Giants,W,0.419753086,48.5,26.19,0.297,8.7,11.6,0.537037037,43.5,28.27,0.315,17.2,26.8
Braves,Yankees,W,0.422360248,45.5,26.35,0.304,8.9,10,0.518518519,44.8,30.4,0.311,18.2,14.6
Cardinals,RedSox,W,0.530864198,46.7,27.7,0.329,17.4,22.3,0.574074074,46.6,29.18,0.346,18.1,35
Royals,Rangers,W,0.5,46.3,27.5,0.307,9.9,14.6,0.586419753,46.2,25.24,0.324,10.1,18.7
Reds,Athletics,W,0.419753086,46.7,26.46,0.311,-1.4,15.9,0.425925926,43.6,26.37,0.302,12.2,2.7
Dodgers,WhiteSox,W,0.561728395,46.3,32.05,0.314,22.7,24.2,0.481481481,46.7,27.06,0.314,15.9,16.4
Athletics,Giants,L,0.425925926,43.6,26.37,0.302,12.2,2.7,0.537037037,43.5,28.27,0.315,17.2,26.8
Mariners,Royals,W,0.530864198,46.6,28.27,0.325,12.9,20.9,0.5,46.3,27.5,0.307,9.9,14.6
Rockies,Padres,D,0.462962963,48.8,26.66,0.339,13.5,17.5,0.419753086,48.5,26.19,0.297,8.7,11.6
Brewers,Angels,W,0.450617284,49.9,25.31,0.315,12.5,12.3,0.456790123,42.4,25.16,0.314,6.7,20.7
Cubs,Indians,W,0.635802469,46.7,30.36,0.333,20.6,38,0.583850932,46.4,30.09,0.326,18.7,26.7
Tigers,Braves,L,0.534161491,48,27.31,0.33,17.4,19.4,0.422360248,45.5,26.35,0.304,8.9,10
Astros,Phillies,W,0.518518519,48.1,29.74,0.317,20.1,20.6,0.438271605,47,28.53,0.296,13.6,10.2
Marlins,Cardinals,L,0.49068323,46.1,28.77,0.309,14.5,20,0.530864198,46.7,27.7,0.329,17.4,22.3
Yankees,Twins,L,0.518518519,44.8,30.4,0.311,18.2,14.6,0.364197531,47.9,26.48,0.317,8.5,12.5
Rays,Orioles,D,0.419753086,48.8,29.26,0.315,12.2,17.3,0.549382716,47.3,26.91,0.326,15.4,20.2
Nationals,Tigers,W,0.586419753,45.8,31.17,0.322,23.2,23,0.534161491,48,27.31,0.33,17.4,19.4
Pirates,BlueJays,W,0.481481481,47,26.13,0.318,9.2,17.3,0.549382716,46.7,28.14,0.327,19,23.7
RedSox,Mets,L,0.574074074,46.6,29.18,0.346,18.1,35,0.537037037,45.9,29.76,0.315,24.4,20.5
WhiteSox,Athletics,L,0.481481481,46.7,27.06,0.314,15.9,16.4,0.425925926,43.6,26.37,0.302,12.2,2.7
Royals,Cubs,W,0.5,46.3,27.5,0.307,9.9,14.6,0.635802469,46.7,30.36,0.333,20.6,38
Angels,Rangers,L,0.456790123,42.4,25.16,0.314,6.7,20.7,0.586419753,46.2,25.24,0.324,10.1,18.7
Dodgers,Brewers,W,0.561728395,46.3,32.05,0.314,22.7,24.2,0.450617284,49.9,25.31,0.315,12.5,12.3
Padres,Dodgers,L,0.419753086,48.5,26.19,0.297,8.7,11.6,0.561728395,46.3,32.05,0.314,22.7,24.2
Indians,Mariners,L,0.583850932,46.4,30.09,0.326,18.7,26.7,0.530864198,46.6,28.27,0.325,12.9,20.9
Giants,Rockies,L,0.537037037,43.5,28.27,0.315,17.2,26.8,0.462962963,48.8,26.66,0.339,13.5,17.5
Braves,Pirates,L,0.422360248,45.5,26.35,0.304,8.9,10,0.481481481,47,26.13,0.318,9.2,17.3
RedSox,Cardinals,L,0.574074074,46.6,29.18,0.346,18.1,35,0.530864198,46.7,27.7,0.329,17.4,22.3
Astros,Nationals,W,0.518518519,48.1,29.74,0.317,20.1,20.6,0.586419753,45.8,31.17,0.322,23.2,23
Phillies,Tigers,L,0.438271605,47,28.53,0.296,13.6,10.2,0.534161491,48,27.31,0.33,17.4,19.4
Pirates,Twins,L,0.481481481,47,26.13,0.318,9.2,17.3,0.364197531,47.9,26.48,0.317,8.5,12.5
Marlins,Mets,L,0.49068323,46.1,28.77,0.309,14.5,20,0.537037037,45.9,29.76,0.315,24.4,20.5
WhiteSox,Indians,W,0.481481481,46.7,27.06,0.314,15.9,16.4,0.583850932,46.4,30.09,0.326,18.7,26.7
Rockies,Rangers,L,0.462962963,48.8,26.66,0.339,13.5,17.5,0.586419753,46.2,25.24,0.324,10.1,18.7
Angels,Brewers,W,0.456790123,42.4,25.16,0.314,6.7,20.7,0.450617284,49.9,25.31,0.315,12.5,12.3
Athletics,Giants,L,0.425925926,43.6,26.37,0.302,12.2,2.7,0.537037037,43.5,28.27,0.315,17.2,26.8
Mariners,Dodgers,L,0.530864198,46.6,28.27,0.325,12.9,20.9,0.561728395,46.3,32.05,0.314,22.7,24.2
Reds,Padres,W,0.419753086,46.7,26.46,0.311,-1.4,15.9,0.419753086,48.5,26.19,0.297,8.7,11.6
Braves,Astros,W,0.422360248,45.5,26.35,0.304,8.9,10,0.518518519,48.1,29.74,0.317,20.1,20.6
Orioles,Twins,W,0.549382716,47.3,26.91,0.326,15.4,20.2,0.364197531,47.9,26.48,0.317,8.5,12.5
RedSox,Marlins,W,0.574074074,46.6,29.18,0.346,18.1,35,0.49068323,46.1,28.77,0.309,14.5,20
Twins,Phillies,L,0.364197531,47.9,26.48,0.317,8.5,12.5,0.438271605,47,28.53,0.296,13.6,10.2
BlueJays,Tigers,L,0.549382716,46.7,28.14,0.327,19,23.7,0.534161491,48,27.31,0.33,17.4,19.4
Cubs,Reds,L,0.635802469,46.7,30.36,0.333,20.6,38,0.419753086,46.7,26.46,0.311,-1.4,15.9
Giants,WhiteSox,W,0.537037037,43.5,28.27,0.315,17.2,26.8,0.481481481,46.7,27.06,0.314,15.9,16.4
Brewers,Rockies,W,0.450617284,49.9,25.31,0.315,12.5,12.3,0.462962963,48.8,26.66,0.339,13.5,17.5
Athletics,Angels,W,0.425925926,43.6,26.37,0.302,12.2,2.7,0.456790123,42.4,25.16,0.314,6.7,20.7
Rangers,Padres,W,0.586419753,46.2,25.24,0.324,10.1,18.7,0.419753086,48.5,26.19,0.297,8.7,11.6
Mets,Yankees,W,0.537037037,45.9,29.76,0.315,24.4,20.5,0.518518519,44.8,30.4,0.311,18.2,14.6
Dodgers,Royals,W,0.561728395,46.3,32.05,0.314,22.7,24.2,0.5,46.3,27.5,0.307,9.9,14.6
Orioles,Pirates,W,0.549382716,47.3,26.91,0.326,15.4,20.2,0.481481481,47,26.13,0.318,9.2,17.3
Marlins,Cardinals,W,0.49068323,46.1,28.77,0.309,14.5,20,0.530864198,46.7,27.7,0.329,17.4,22.3
Rays,Twins,L,0.419753086,48.8,29.26,0.315,12.2,17.3,0.364197531,47.9,26.48,0.317,8.5,12.5
Mets,BlueJays,W,0.537037037,45.9,29.76,0.315,24.4,20.5,0.549382716,46.7,28.14,0.327,19,23.7
Cubs,Rangers,W,0.635802469,46.7,30.36,0.333,20.6,38,0.586419753,46.2,25.24,0.324,10.1,18.7
Royals,Indians,W,0.5,46.3,27.5,0.307,9.9,14.6,0.583850932,46.4,30.09,0.326,18.7,26.7
Padres,WhiteSox,W,0.419753086,48.5,26.19,0.297,8.7,11.6,0.481481481,46.7,27.06,0.314,15.9,16.4
Yankees,Nationals,W,0.518518519,44.8,30.4,0.311,18.2,14.6,0.586419753,45.8,31.17,0.322,23.2,23
Phillies,Astros,W,0.438271605,47,28.53,0.296,13.6,10.2,0.518518519,48.1,29.74,0.317,20.1,20.6
Athletics,Mariners,L,0.425925926,43.6,26.37,0.302,12.2,2.7,0.530864198,46.6,28.27,0.325,12.9,20.9
Twins,Marlins,L,0.364197531,47.9,26.48,0.317,8.5,12.5,0.49068323,46.1,28.77,0.309,14.5,20
Mets,RedSox,W,0.537037037,45.9,29.76,0.315,24.4,20.5,0.574074074,46.6,29.18,0.346,18.1,35
Pirates,Orioles,W,0.481481481,47,26.13,0.318,9.2,17.3,0.549382716,47.3,26.91,0.326,15.4,20.2
Cardinals,Nationals,W,0.530864198,46.7,27.7,0.329,17.4,22.3,0.586419753,45.8,31.17,0.322,23.2,23
Tigers,BlueJays,W,0.534161491,48,27.31,0.33,17.4,19.4,0.549382716,46.7,28.14,0.327,19,23.7
Astros,Mets,L,0.518518519,48.1,29.74,0.317,20.1,20.6,0.537037037,45.9,29.76,0.315,24.4,20.5
Reds,Rangers,W,0.419753086,46.7,26.46,0.311,-1.4,15.9,0.586419753,46.2,25.24,0.324,10.1,18.7
Royals,Brewers,W,0.5,46.3,27.5,0.307,9.9,14.6,0.450617284,49.9,25.31,0.315,12.5,12.3
Angels,WhiteSox,L,0.456790123,42.4,25.16,0.314,6.7,20.7,0.481481481,46.7,27.06,0.314,15.9,16.4
Mariners,Rockies,L,0.530864198,46.6,28.27,0.325,12.9,20.9,0.462962963,48.8,26.66,0.339,13.5,17.5
Rays,Yankees,L,0.419753086,48.8,29.26,0.315,12.2,17.3,0.518518519,44.8,30.4,0.311,18.2,14.6
Cubs,Giants,L,0.635802469,46.7,30.36,0.333,20.6,38,0.537037037,43.5,28.27,0.315,17.2,26.8
Dodgers,Indians,D,0.561728395,46.3,32.05,0.314,22.7,24.2,0.583850932,46.4,30.09,0.326,18.7,26.7
Rangers,Athletics,L,0.586419753,46.2,25.24,0.324,10.1,18.7,0.425925926,43.6,26.37,0.302,12.2,2.7
Astros,Braves,D,0.518518519,48.1,29.74,0.317,20.1,20.6,0.422360248,45.5,26.35,0.304,8.9,10
Twins,Rays,L,0.364197531,47.9,26.48,0.317,8.5,12.5,0.419753086,48.8,29.26,0.315,12.2,17.3
Yankees,Orioles,W,0.518518519,44.8,30.4,0.311,18.2,14.6,0.549382716,47.3,26.91,0.326,15.4,20.2
Cardinals,Mets,D,0.530864198,46.7,27.7,0.329,17.4,22.3,0.537037037,45.9,29.76,0.315,24.4,20.5
Rockies,Reds,L,0.462962963,48.8,26.66,0.339,13.5,17.5,0.419753086,46.7,26.46,0.311,-1.4,15.9
Royals,Giants,W,0.5,46.3,27.5,0.307,9.9,14.6,0.537037037,43.5,28.27,0.315,17.2,26.8
Angels,Athletics,L,0.456790123,42.4,25.16,0.314,6.7,20.7,0.425925926,43.6,26.37,0.302,12.2,2.7
Brewers,Cubs,L,0.450617284,49.9,25.31,0.315,12.5,12.3,0.635802469,46.7,30.36,0.333,20.6,38
WhiteSox,Mariners,W,0.481481481,46.7,27.06,0.314,15.9,16.4,0.530864198,46.6,28.27,0.325,12.9,20.9
Pirates,RedSox,W,0.481481481,47,26.13,0.318,9.2,17.3,0.574074074,46.6,29.18,0.346,18.1,35
BlueJays,Phillies,D,0.549382716,46.7,28.14,0.327,19,23.7,0.438271605,47,28.53,0.296,13.6,10.2
Padres,Rangers,W,0.419753086,48.5,26.19,0.297,8.7,11.6,0.586419753,46.2,25.24,0.324,10.1,18.7
Giants,Dodgers,W,0.537037037,43.5,28.27,0.315,17.2,26.8,0.561728395,46.3,32.05,0.314,22.7,24.2
RedSox,Orioles,W,0.574074074,46.6,29.18,0.346,18.1,35,0.549382716,47.3,26.91,0.326,15.4,20.2
Tigers,Phillies,L,0.534161491,48,27.31,0.33,17.4,19.4,0.438271605,47,28.53,0.296,13.6,10.2
Mets,Braves,D,0.537037037,45.9,29.76,0.315,24.4,20.5,0.422360248,45.5,26.35,0.304,8.9,10
Pirates,Twins,W,0.481481481,47,26.13,0.318,9.2,17.3,0.364197531,47.9,26.48,0.317,8.5,12.5
Nationals,Cardinals,L,0.586419753,45.8,31.17,0.322,23.2,23,0.530864198,46.7,27.7,0.329,17.4,22.3
Yankees,BlueJays,L,0.518518519,44.8,30.4,0.311,18.2,14.6,0.549382716,46.7,28.14,0.327,19,23.7
Reds,WhiteSox,L,0.419753086,46.7,26.46,0.311,-1.4,15.9,0.481481481,46.7,27.06,0.314,15.9,16.4
Indians,Reds,W,0.583850932,46.4,30.09,0.326,18.7,26.7,0.419753086,46.7,26.46,0.311,-1.4,15.9
Athletics,Royals,W,0.425925926,43.6,26.37,0.302,12.2,2.7,0.5,46.3,27.5,0.307,9.9,14.6
Giants,Cubs,L,0.537037037,43.5,28.27,0.315,17.2,26.8,0.635802469,46.7,30.36,0.333,20.6,38
Dodgers,Mariners,W,0.561728395,46.3,32.05,0.314,22.7,24.2,0.530864198,46.6,28.27,0.325,12.9,20.9
Padres,Angels,W,0.419753086,48.5,26.19,0.297,8.7,11.6,0.456790123,42.4,25.16,0.314,6.7,20.7
Rangers,Rockies,W,0.586419753,46.2,25.24,0.324,10.1,18.7,0.462962963,48.8,26.66,0.339,13.5,17.5
Rays,Pirates,L,0.419753086,48.8,29.26,0.315,12.2,17.3,0.481481481,47,26.13,0.318,9.2,17.3
Padres,Astros,W,0.419753086,48.5,26.19,0.297,8.7,11.6,0.518518519,48.1,29.74,0.317,20.1,20.6
WhiteSox,Dodgers,W,0.481481481,46.7,27.06,0.314,15.9,16.4,0.561728395,46.3,32.05,0.314,22.7,24.2
Braves,Nationals,W,0.422360248,45.5,26.35,0.304,8.9,10,0.586419753,45.8,31.17,0.322,23.2,23
Astros,Tigers,L,0.518518519,48.1,29.74,0.317,20.1,20.6,0.534161491,48,27.31,0.33,17.4,19.4
Twins,Yankees,L,0.364197531,47.9,26.48,0.317,8.5,12.5,0.518518519,44.8,30.4,0.311,18.2,14.6
Phillies,RedSox,W,0.438271605,47,28.53,0.296,13.6,10.2,0.574074074,46.6,29.18,0.346,18.1,35
Cardinals,Marlins,W,0.530864198,46.7,27.7,0.329,17.4,22.3,0.49068323,46.1,28.77,0.309,14.5,20
BlueJays,Rays,L,0.549382716,46.7,28.14,0.327,19,23.7,0.419753086,48.8,29.26,0.315,12.2,17.3
Nationals,Mets,D,0.586419753,45.8,31.17,0.322,23.2,23,0.537037037,45.9,29.76,0.315,24.4,20.5
Astros,Padres,W,0.518518519,48.1,29.74,0.317,20.1,20.6,0.419753086,48.5,26.19,0.297,8.7,11.6
WhiteSox,Giants,L,0.481481481,46.7,27.06,0.314,15.9,16.4,0.537037037,43.5,28.27,0.315,17.2,26.8
Reds,Dodgers,L,0.419753086,46.7,26.46,0.311,-1.4,15.9,0.561728395,46.3,32.05,0.314,22.7,24.2
Royals,Athletics,W,0.5,46.3,27.5,0.307,9.9,14.6,0.425925926,43.6,26.37,0.302,12.2,2.7
Brewers,Indians,W,0.450617284,49.9,25.31,0.315,12.5,12.3,0.583850932,46.4,30.09,0.326,18.7,26.7
Mariners,Cubs,L,0.530864198,46.6,28.27,0.325,12.9,20.9,0.635802469,46.7,30.36,0.333,20.6,38
Angels,Padres,L,0.456790123,42.4,25.16,0.314,6.7,20.7,0.419753086,48.5,26.19,0.297,8.7,11.6
Orioles,Pirates,L,0.549382716,47.3,26.91,0.326,15.4,20.2,0.481481481,47,26.13,0.318,9.2,17.3
Orioles,RedSox,L,0.549382716,47.3,26.91,0.326,15.4,20.2,0.574074074,46.6,29.18,0.346,18.1,35
Twins,Pirates,L,0.364197531,47.9,26.48,0.317,8.5,12.5,0.481481481,47,26.13,0.318,9.2,17.3
Mets,Cardinals,W,0.537037037,45.9,29.76,0.315,24.4,20.5,0.530864198,46.7,27.7,0.329,17.4,22.3
Phillies,BlueJays,W,0.438271605,47,28.53,0.296,13.6,10.2,0.549382716,46.7,28.14,0.327,19,23.7
Indians,Athletics,L,0.583850932,46.4,30.09,0.326,18.7,26.7,0.425925926,43.6,26.37,0.302,12.2,2.7
Padres,Royals,W,0.419753086,48.5,26.19,0.297,8.7,11.6,0.5,46.3,27.5,0.307,9.9,14.6
Cubs,Angels,D,0.635802469,46.7,30.36,0.333,20.6,38,0.456790123,42.4,25.16,0.314,6.7,20.7
WhiteSox,Rockies,L,0.481481481,46.7,27.06,0.314,15.9,16.4,0.462962963,48.8,26.66,0.339,13.5,17.5
Royals,Mariners,W,0.5,46.3,27.5,0.307,9.9,14.6,0.530864198,46.6,28.27,0.325,12.9,20.9
Astros,Braves,L,0.518518519,48.1,29.74,0.317,20.1,20.6,0.422360248,45.5,26.35,0.304,8.9,10
Tigers,Yankees,W,0.534161491,48,27.31,0.33,17.4,19.4,0.518518519,44.8,30.4,0.311,18.2,14.6
Brewers,Reds,W,0.450617284,49.9,25.31,0.315,12.5,12.3,0.419753086,46.7,26.46,0.311,-1.4,15.9
Rangers,Dodgers,W,0.586419753,46.2,25.24,0.324,10.1,18.7,0.561728395,46.3,32.05,0.314,22.7,24.2
RedSox,Twins,W,0.574074074,46.6,29.18,0.346,18.1,35,0.364197531,47.9,26.48,0.317,8.5,12.5
Pirates,Yankees,W,0.481481481,47,26.13,0.318,9.2,17.3,0.518518519,44.8,30.4,0.311,18.2,14.6
Marlins,Mets,L,0.49068323,46.1,28.77,0.309,14.5,20,0.537037037,45.9,29.76,0.315,24.4,20.5
Indians,Angels,D,0.583850932,46.4,30.09,0.326,18.7,26.7,0.456790123,42.4,25.16,0.314,6.7,20.7
Reds,Brewers,L,0.419753086,46.7,26.46,0.311,-1.4,15.9,0.450617284,49.9,25.31,0.315,12.5,12.3
Athletics,Cubs,W,0.425925926,43.6,26.37,0.302,12.2,2.7,0.635802469,46.7,30.36,0.333,20.6,38
Rangers,WhiteSox,W,0.586419753,46.2,25.24,0.324,10.1,18.7,0.481481481,46.7,27.06,0.314,15.9,16.4
Dodgers,Padres,W,0.561728395,46.3,32.05,0.314,22.7,24.2,0.419753086,48.5,26.19,0.297,8.7,11.6
Braves,Orioles,D,0.422360248,45.5,26.35,0.304,8.9,10,0.549382716,47.3,26.91,0.326,15.4,20.2
Giants,Royals,W,0.537037037,43.5,28.27,0.315,17.2,26.8,0.5,46.3,27.5,0.307,9.9,14.6
Mariners,Indians,W,0.530864198,46.6,28.27,0.325,12.9,20.9,0.583850932,46.4,30.09,0.326,18.7,26.7
Nationals,Mets,L,0.586419753,45.8,31.17,0.322,23.2,23,0.537037037,45.9,29.76,0.315,24.4,20.5
RedSox,Pirates,D,0.574074074,46.6,29.18,0.346,18.1,35,0.481481481,47,26.13,0.318,9.2,17.3
RedSox,Rays,W,0.574074074,46.6,29.18,0.346,18.1,35,0.419753086,48.8,29.26,0.315,12.2,17.3
Astros,Phillies,W,0.518518519,48.1,29.74,0.317,20.1,20.6,0.438271605,47,28.53,0.296,13.6,10.2
Yankees,Braves,L,0.518518519,44.8,30.4,0.311,18.2,14.6,0.422360248,45.5,26.35,0.304,8.9,10
Cardinals,Marlins,L,0.530864198,46.7,27.7,0.329,17.4,22.3,0.49068323,46.1,28.77,0.309,14.5,20
BlueJays,Twins,W,0.549382716,46.7,28.14,0.327,19,23.7,0.364197531,47.9,26.48,0.317,8.5,12.5
Royals,Rangers,W,0.5,46.3,27.5,0.307,9.9,14.6,0.586419753,46.2,25.24,0.324,10.1,18.7
Padres,Mariners,L,0.419753086,48.5,26.19,0.297,8.7,11.6,0.530864198,46.6,28.27,0.325,12.9,20.9
WhiteSox,Reds,W,0.481481481,46.7,27.06,0.314,15.9,16.4,0.419753086,46.7,26.46,0.311,-1.4,15.9
Indians,Dodgers,L,0.583850932,46.4,30.09,0.326,18.7,26.7,0.561728395,46.3,32.05,0.314,22.7,24.2
Rockies,Cubs,W,0.462962963,48.8,26.66,0.339,13.5,17.5,0.635802469,46.7,30.36,0.333,20.6,38
Brewers,Rockies,L,0.450617284,49.9,25.31,0.315,12.5,12.3,0.462962963,48.8,26.66,0.339,13.5,17.5
Tigers,Orioles,L,0.534161491,48,27.31,0.33,17.4,19.4,0.549382716,47.3,26.91,0.326,15.4,20.2
RedSox,Twins,W,0.574074074,46.6,29.18,0.346,18.1,35,0.364197531,47.9,26.48,0.317,8.5,12.5
Yankees,Tigers,W,0.518518519,44.8,30.4,0.311,18.2,14.6,0.534161491,48,27.31,0.33,17.4,19.4
Pirates,Rays,L,0.481481481,47,26.13,0.318,9.2,17.3,0.419753086,48.8,29.26,0.315,12.2,17.3
Cardinals,Yankees,L,0.530864198,46.7,27.7,0.329,17.4,22.3,0.518518519,44.8,30.4,0.311,18.2,14.6
Braves,Orioles,W,0.422360248,45.5,26.35,0.304,8.9,10,0.549382716,47.3,26.91,0.326,15.4,20.2
Reds,Indians,W,0.419753086,46.7,26.46,0.311,-1.4,15.9,0.583850932,46.4,30.09,0.326,18.7,26.7
Cubs,Mets,L,0.635802469,46.7,30.36,0.333,20.6,38,0.537037037,45.9,29.76,0.315,24.4,20.5
Brewers,Astros,L,0.450617284,49.9,25.31,0.315,12.5,12.3,0.518518519,48.1,29.74,0.317,20.1,20.6
Angels,Dodgers,L,0.456790123,42.4,25.16,0.314,6.7,20.7,0.561728395,46.3,32.05,0.314,22.7,24.2
Athletics,Giants,W,0.425925926,43.6,26.37,0.302,12.2,2.7,0.537037037,43.5,28.27,0.315,17.2,26.8
Rays,Braves,D,0.419753086,48.8,29.26,0.315,12.2,17.3,0.422360248,45.5,26.35,0.304,8.9,10
Rays,Tigers,W,0.419753086,48.8,29.26,0.315,12.2,17.3,0.534161491,48,27.31,0.33,17.4,19.4
Brewers,Astros,W,0.450617284,49.9,25.31,0.315,12.5,12.3,0.518518519,48.1,29.74,0.317,20.1,20.6
Mets,Cubs,L,0.537037037,45.9,29.76,0.315,24.4,20.5,0.635802469,46.7,30.36,0.333,20.6,38
Orioles,Phillies,L,0.549382716,47.3,26.91,0.326,15.4,20.2,0.438271605,47,28.53,0.296,13.6,10.2
Twins,Nationals,W,0.364197531,47.9,26.48,0.317,8.5,12.5,0.586419753,45.8,31.17,0.322,23.2,23
RedSox,BlueJays,L,0.574074074,46.6,29.18,0.346,18.1,35,0.549382716,46.7,28.14,0.327,19,23.7
Yankees,Marlins,L,0.518518519,44.8,30.4,0.311,18.2,14.6,0.49068323,46.1,28.77,0.309,14.5,20
Indians,Rangers,L,0.583850932,46.4,30.09,0.326,18.7,26.7,0.586419753,46.2,25.24,0.324,10.1,18.7
WhiteSox,Padres,L,0.481481481,46.7,27.06,0.314,15.9,16.4,0.419753086,48.5,26.19,0.297,8.7,11.6
Rockies,Mariners,D,0.462962963,48.8,26.66,0.339,13.5,17.5,0.530864198,46.6,28.27,0.325,12.9,20.9
Angels,Dodgers,L,0.456790123,42.4,25.16,0.314,6.7,20.7,0.561728395,46.3,32.05,0.314,22.7,24.2
Athletics,Giants,W,0.425925926,43.6,26.37,0.302,12.2,2.7,0.537037037,43.5,28.27,0.315,17.2,26.8
Twins,Nationals,D,0.364197531,47.9,26.48,0.317,8.5,12.5,0.586419753,45.8,31.17,0.322,23.2,23
RedSox,BlueJays,L,0.574074074,46.6,29.18,0.346,18.1,35,0.549382716,46.7,28.14,0.327,19,23.7
Yankees,Marlins,W,0.518518519,44.8,30.4,0.311,18.2,14.6,0.49068323,46.1,28.77,0.309,14.5,20
Reds,Pirates,L,0.419753086,46.7,26.46,0.311,-1.4,15.9,0.481481481,47,26.13,0.318,9.2,17.3
Indians,Rangers,L,0.583850932,46.4,30.09,0.326,18.7,26.7,0.586419753,46.2,25.24,0.324,10.1,18.7
Mariners,Rockies,L,0.530864198,46.6,28.27,0.325,12.9,20.9,0.462962963,48.8,26.66,0.339,13.5,17.5
WhiteSox,Padres,L,0.481481481,46.7,27.06,0.314,15.9,16.4,0.419753086,48.5,26.19,0.297,8.7,11.6
Giants,Athletics,W,0.537037037,43.5,28.27,0.315,17.2,26.8,0.425925926,43.6,26.37,0.302,12.2,2.7
Dodgers,Angels,W,0.561728395,46.3,32.05,0.314,22.7,24.2,0.456790123,42.4,25.16,0.314,6.7,20.7
Cubs,Angels,W,0.635802469,46.7,30.36,0.333,20.6,38,0.456790123,42.4,25.16,0.314,6.7,20.7
Cardinals,Pirates,W,0.530864198,46.7,27.7,0.329,17.4,22.3,0.481481481,47,26.13,0.318,9.2,17.3
BlueJays,Rays,L,0.549382716,46.7,28.14,0.327,19,23.7,0.419753086,48.8,29.26,0.315,12.2,17.3
Mets,Royals,W,0.537037037,45.9,29.76,0.315,24.4,20.5,0.5,46.3,27.5,0.307,9.9,14.6
Giants,Brewers,L,0.537037037,43.5,28.27,0.315,17.2,26.8,0.450617284,49.9,25.31,0.315,12.5,12.3
Twins,Orioles,W,0.364197531,47.9,26.48,0.317,8.5,12.5,0.549382716,47.3,26.91,0.326,15.4,20.2
Mariners,Rangers,W,0.530864198,46.6,28.27,0.325,12.9,20.9,0.586419753,46.2,25.24,0.324,10.1,18.7
Phillies,Reds,W,0.438271605,47,28.53,0.296,13.6,10.2,0.419753086,46.7,26.46,0.311,-1.4,15.9
Nationals,Braves,L,0.586419753,45.8,31.17,0.322,23.2,23,0.422360248,45.5,26.35,0.304,8.9,10
Dodgers,Padres,L,0.561728395,46.3,32.05,0.314,22.7,24.2,0.419753086,48.5,26.19,0.297,8.7,11.6
BlueJays,Rays,L,0.549382716,46.7,28.14,0.327,19,23.7,0.419753086,48.8,29.26,0.315,12.2,17.3
