AWAY,HOME,HOME_TEAM_RESULT,W%,Off,K%,AVG,P_Index,B_index
Brewers,Dodgers,W,0.111111111,41.7,-4.1,0.005,5.7,-3.6
Nationals,Padres,W,-0.166666667,-71.7,4.8,-0.021,-3.98,2.7
Pirates,Cubs,W,0.154320988,83.4,-0.2,-0.001,3.63,-0.3
Giants,Pirates,W,-0.055555556,-3.5,3.6,-0.001,-1.47,3.5
WhiteSox,RedSox,L,0.092592593,147.7,-2.6,0.025,1.78,-0.1
Rockies,Marlins,L,0.027720267,-10.5,-1.5,-0.012,2.03,-2.7
Mariners,Tigers,W,0.003297293,-23,0.6,0.008,-0.76,1.4
Rays,Indians,W,0.164097845,41.2,-4.3,0.019,0.56,-2.4
Orioles,Rangers,W,0.037037037,-33.4,-1.7,0.006,-1.54,-1.1
Cardinals,Cubs,L,0.104938272,36,-0.1,0.001,2.47,0
Angels,Astros,W,0.061728395,25.5,7,-0.013,3.78,5.7
Nationals,Dodgers,W,-0.024691358,-10.7,1.2,-0.007,0.78,0.5
Rockies,Yankees,L,0.055555556,-2.8,-1.7,-0.023,2.84,-4
Padres,Orioles,L,0.12962963,97.6,-3.3,0.021,0.58,-1.2
Giants,Pirates,L,-0.055555556,-3.5,3.6,-0.001,-1.47,3.5
Braves,Marlins,L,0.068322981,55.9,-0.2,0.008,2.34,0.6
WhiteSox,RedSox,L,0.092592593,147.7,-2.6,0.025,1.78,-0.1
Royals,Mets,W,0.037037037,60.2,1.1,-0.015,1.57,-0.4
Mariners,Tigers,W,0.003297293,-23,0.6,0.008,-0.76,1.4
Rays,Indians,W,0.164097845,41.2,-4.3,0.019,0.56,-2.4
Reds,Rangers,L,0.166666667,65.1,-1.1,0.006,-1.43,-0.5
Cardinals,Cubs,L,0.104938272,36,-0.1,0.001,2.47,0
Angels,Astros,W,0.061728395,25.5,7,-0.013,3.78,5.7
Phillies,Twins,W,-0.074074074,112.2,-0.2,0.011,-1.75,0.9
Brewers,Athletics,W,-0.024691358,-42.4,-6.5,0.002,0.71,-6.3
Nationals,Dodgers,W,-0.024691358,-10.7,1.2,-0.007,0.78,0.5
Braves,Marlins,W,0.068322981,55.9,-0.2,0.008,2.34,0.6
Rockies,Yankees,W,0.055555556,-2.8,-1.7,-0.023,2.84,-4
Royals,Mets,W,0.037037037,60.2,1.1,-0.015,1.57,-0.4
Angels,Astros,W,0.061728395,25.5,7,-0.013,3.78,5.7
Cardinals,Cubs,L,0.104938272,36,-0.1,0.001,2.47,0
Brewers,Athletics,L,-0.024691358,-42.4,-6.5,0.002,0.71,-6.3
Padres,Orioles,W,0.12962963,97.6,-3.3,0.021,0.58,-1.2
Giants,Pirates,L,-0.055555556,-3.5,3.6,-0.001,-1.47,3.5
WhiteSox,RedSox,L,0.092592593,147.7,-2.6,0.025,1.78,-0.1
Mariners,Tigers,W,0.003297293,-23,0.6,0.008,-0.76,1.4
Rays,Indians,W,0.164097845,41.2,-4.3,0.019,0.56,-2.4
Reds,Rangers,W,0.166666667,65.1,-1.1,0.006,-1.43,-0.5
Phillies,Twins,W,-0.074074074,112.2,-0.2,0.011,-1.75,0.9
Nationals,Dodgers,W,-0.024691358,-10.7,1.2,-0.007,0.78,0.5
Giants,Pirates,L,-0.055555556,-3.5,3.6,-0.001,-1.47,3.5
Phillies,Twins,L,-0.074074074,112.2,-0.2,0.011,-1.75,0.9
Mariners,Tigers,W,0.003297293,-23,0.6,0.008,-0.76,1.4
WhiteSox,RedSox,W,0.092592593,147.7,-2.6,0.025,1.78,-0.1
Cubs,Marlins,W,-0.145119239,-109.8,-1.3,0.007,-1,-0.6
Mets,Braves,W,-0.114676789,-85.3,-1.3,0.009,-2.47,-0.4
Padres,Reds,L,0,-0.9,-3.9,0.021,0.47,-1.8
Athletics,Angels,L,0.030864198,76.2,-2.6,0.014,-0.93,-1.2
Dodgers,Pirates,W,-0.080246914,-9.7,-0.1,0.008,-4.98,0.7
Twins,Yankees,W,0.154320988,-18.7,-3.2,0.001,3.27,-3.1
Rays,Orioles,W,0.12962963,30.4,-2.8,0.013,-1.88,-1.5
Cubs,Marlins,L,-0.145119239,-109.8,-1.3,0.007,-1,-0.6
Indians,Tigers,L,-0.049689441,-14.3,1.1,0.005,-2.42,1.6
Padres,Reds,L,0,-0.9,-3.9,0.021,0.47,-1.8
Mets,Braves,L,-0.114676789,-85.3,-1.3,0.009,-2.47,-0.4
RedSox,Rangers,L,0.012345679,-133,1.6,-0.02,-3.32,-0.4
BlueJays,WhiteSox,W,-0.067901235,-43.3,-0.9,0.009,-0.67,0
Nationals,Brewers,W,-0.135802469,-52.4,5.3,-0.012,-4.92,4.1
Astros,Royals,L,-0.018518519,-84.5,-3.2,0.014,-1.65,-1.8
Athletics,Angels,L,0.030864198,76.2,-2.6,0.014,-0.93,-1.2
Cardinals,Mariners,W,0,18.4,-0.5,0.004,0.42,-0.1
Phillies,Giants,W,0.098765432,115.7,-5.3,0.018,-0.45,-3.5
Twins,Yankees,W,0.154320988,-18.7,-3.2,0.001,3.27,-3.1
Rays,Orioles,W,0.12962963,30.4,-2.8,0.013,-1.88,-1.5
Rays,Orioles,W,0.12962963,30.4,-2.8,0.013,-1.88,-1.5
BlueJays,WhiteSox,L,-0.067901235,-43.3,-0.9,0.009,-0.67,0
Cubs,Marlins,W,-0.145119239,-109.8,-1.3,0.007,-1,-0.6
Indians,Tigers,L,-0.049689441,-14.3,1.1,0.005,-2.42,1.6
Padres,Reds,L,0,-0.9,-3.9,0.021,0.47,-1.8
Nationals,Brewers,W,-0.135802469,-52.4,5.3,-0.012,-4.92,4.1
Astros,Royals,L,-0.018518519,-84.5,-3.2,0.014,-1.65,-1.8
Dodgers,Pirates,W,-0.080246914,-9.7,-0.1,0.008,-4.98,0.7
Mets,Braves,L,-0.114676789,-85.3,-1.3,0.009,-2.47,-0.4
RedSox,Rangers,W,0.012345679,-133,1.6,-0.02,-3.32,-0.4
Athletics,Angels,L,0.030864198,76.2,-2.6,0.014,-0.93,-1.2
Phillies,Giants,L,0.098765432,115.7,-5.3,0.018,-0.45,-3.5
Cardinals,Mariners,W,0,18.4,-0.5,0.004,0.42,-0.1
Twins,Yankees,L,0.154320988,-18.7,-3.2,0.001,3.27,-3.1
Cubs,Marlins,W,-0.145119239,-109.8,-1.3,0.007,-1,-0.6
Indians,Tigers,L,-0.049689441,-14.3,1.1,0.005,-2.42,1.6
Padres,Reds,W,0,-0.9,-3.9,0.021,0.47,-1.8
Mets,Braves,W,-0.114676789,-85.3,-1.3,0.009,-2.47,-0.4
Rays,Orioles,W,0.12962963,30.4,-2.8,0.013,-1.88,-1.5
BlueJays,WhiteSox,W,-0.067901235,-43.3,-0.9,0.009,-0.67,0
Nationals,Brewers,L,-0.135802469,-52.4,5.3,-0.012,-4.92,4.1
Astros,Royals,W,-0.018518519,-84.5,-3.2,0.014,-1.65,-1.8
RedSox,Rangers,W,0.012345679,-133,1.6,-0.02,-3.32,-0.4
Athletics,Angels,W,0.030864198,76.2,-2.6,0.014,-0.93,-1.2
Phillies,Giants,W,0.098765432,115.7,-5.3,0.018,-0.45,-3.5
Cardinals,Mariners,L,0,18.4,-0.5,0.004,0.42,-0.1
Dodgers,Pirates,W,-0.080246914,-9.7,-0.1,0.008,-4.98,0.7
Dodgers,Pirates,L,-0.080246914,-9.7,-0.1,0.008,-4.98,0.7
Mets,Nationals,W,0.049382716,17.4,-1.1,0.01,1.44,-0.1
Rangers,Yankees,L,-0.067901235,-31.6,-0.4,-0.01,4.18,-1.4
RedSox,Rays,W,-0.154320988,-130,6.1,-0.039,0.1,2.2
Cubs,Reds,L,-0.216049383,-135.6,0,0,-2.94,0
Indians,Braves,L,-0.161490683,-139.4,-0.2,-0.007,-2.95,-0.9
Cardinals,Royals,W,-0.030864198,-104.6,-1,0.006,0.03,-0.4
BlueJays,Rockies,W,-0.086419753,-57.4,-0.6,0.027,-0.87,2.1
Astros,Angels,L,-0.061728395,-25.5,-7,0.013,-3.78,-5.7
Athletics,Giants,L,0.111111111,77.9,-1.3,0.012,1.48,-0.1
Mets,Nationals,W,0.049382716,17.4,-1.1,0.01,1.44,-0.1
Rangers,Yankees,L,-0.067901235,-31.6,-0.4,-0.01,4.18,-1.4
RedSox,Rays,L,-0.154320988,-130,6.1,-0.039,0.1,2.2
Cubs,Reds,L,-0.216049383,-135.6,0,0,-2.94,0
Indians,Braves,L,-0.161490683,-139.4,-0.2,-0.007,-2.95,-0.9
Marlins,Tigers,W,0.043478261,69.2,1.5,0.004,-1.81,1.9
Dodgers,Brewers,L,-0.111111111,-41.7,4.1,-0.005,-5.7,3.6
Twins,WhiteSox,L,0.117283951,-1.8,-1.8,0.006,0.63,-1.2
Cardinals,Royals,L,-0.030864198,-104.6,-1,0.006,0.03,-0.4
BlueJays,Rockies,L,-0.086419753,-57.4,-0.6,0.027,-0.87,2.1
Astros,Angels,L,-0.061728395,-25.5,-7,0.013,-3.78,-5.7
Orioles,Padres,L,-0.12962963,-97.6,3.3,-0.021,-0.58,1.2
Pirates,Mariners,W,0.049382716,65.8,-0.6,0.002,1.58,-0.4
Athletics,Giants,L,0.111111111,77.9,-1.3,0.012,1.48,-0.1
RedSox,Rays,W,-0.154320988,-130,6.1,-0.039,0.1,2.2
Cubs,Reds,L,-0.216049383,-135.6,0,0,-2.94,0
Marlins,Tigers,W,0.043478261,69.2,1.5,0.004,-1.81,1.9
BlueJays,Rockies,L,-0.086419753,-57.4,-0.6,0.027,-0.87,2.1
Astros,Angels,L,-0.061728395,-25.5,-7,0.013,-3.78,-5.7
Orioles,Padres,L,-0.12962963,-97.6,3.3,-0.021,-0.58,1.2
Mets,Nationals,W,0.049382716,17.4,-1.1,0.01,1.44,-0.1
Rangers,Yankees,W,-0.067901235,-31.6,-0.4,-0.01,4.18,-1.4
Indians,Braves,L,-0.161490683,-139.4,-0.2,-0.007,-2.95,-0.9
Dodgers,Brewers,W,-0.111111111,-41.7,4.1,-0.005,-5.7,3.6
Twins,WhiteSox,W,0.117283951,-1.8,-1.8,0.006,0.63,-1.2
Royals,Cardinals,L,0.030864198,104.6,1,-0.006,-0.03,0.4
Giants,Athletics,W,-0.111111111,-77.9,1.3,-0.012,-1.48,0.1
Pirates,Mariners,L,0.049382716,65.8,-0.6,0.002,1.58,-0.4
Rangers,Yankees,W,-0.067901235,-31.6,-0.4,-0.01,4.18,-1.4
Dodgers,Brewers,L,-0.111111111,-41.7,4.1,-0.005,-5.7,3.6
Twins,WhiteSox,W,0.117283951,-1.8,-1.8,0.006,0.63,-1.2
Reds,Nationals,W,0.166666667,72.6,-0.9,0,3.51,-0.9
Indians,BlueJays,L,-0.034468216,-15.6,1.7,-0.014,-1.77,0.3
Cubs,Mets,W,-0.098765432,-80.4,0.2,-0.01,-0.87,-0.8
Tigers,Rays,L,-0.114408404,-26.9,3.2,-0.024,1.86,0.8
Marlins,Braves,W,-0.068322981,-55.9,0.2,-0.008,-2.34,-0.6
Royals,Cardinals,L,0.030864198,104.6,1,-0.006,-0.03,0.4
Giants,Athletics,L,-0.111111111,-77.9,1.3,-0.012,-1.48,0.1
Orioles,Mariners,W,-0.018518519,19.5,-1,0.003,0.78,-0.7
Indians,BlueJays,L,-0.034468216,-15.6,1.7,-0.014,-1.77,0.3
Reds,Nationals,W,0.166666667,72.6,-0.9,0,3.51,-0.9
Royals,Phillies,W,-0.061728395,-55,2.8,-0.021,0.73,0.7
Cubs,Mets,W,-0.098765432,-80.4,0.2,-0.01,-0.87,-0.8
Tigers,Rays,L,-0.114408404,-26.9,3.2,-0.024,1.86,0.8
Angels,RedSox,W,0.117283951,144.1,2,0.022,3.52,4.2
Marlins,Braves,L,-0.068322981,-55.9,0.2,-0.008,-2.34,-0.6
WhiteSox,Astros,W,0.037037037,29.1,2.4,-0.01,2.04,1.4
Rangers,Twins,L,-0.222222222,-12.9,2.8,-0.011,0.91,1.7
Brewers,Cardinals,W,0.080246914,79.4,-4.3,0.011,1.88,-3.2
Pirates,Athletics,L,-0.055555556,-74.4,-2.3,-0.011,-0.01,-3.4
Orioles,Mariners,W,-0.018518519,19.5,-1,0.003,0.78,-0.7
Rockies,Dodgers,W,0.098765432,25.6,0.1,-0.026,4.38,-2.5
Yankees,Padres,W,-0.098765432,-32.6,5.4,-0.017,-3.22,3.7
Indians,BlueJays,W,-0.034468216,-15.6,1.7,-0.014,-1.77,0.3
Rangers,Twins,W,-0.222222222,-12.9,2.8,-0.011,0.91,1.7
Brewers,Cardinals,W,0.080246914,79.4,-4.3,0.011,1.88,-3.2
WhiteSox,Astros,L,0.037037037,29.1,2.4,-0.01,2.04,1.4
Tigers,Rays,L,-0.114408404,-26.9,3.2,-0.024,1.86,0.8
Marlins,Braves,W,-0.068322981,-55.9,0.2,-0.008,-2.34,-0.6
Royals,Phillies,L,-0.061728395,-55,2.8,-0.021,0.73,0.7
Cubs,Mets,W,-0.098765432,-80.4,0.2,-0.01,-0.87,-0.8
Reds,Nationals,L,0.166666667,72.6,-0.9,0,3.51,-0.9
Angels,RedSox,L,0.117283951,144.1,2,0.022,3.52,4.2
Pirates,Athletics,L,-0.055555556,-74.4,-2.3,-0.011,-0.01,-3.4
Orioles,Mariners,W,-0.018518519,19.5,-1,0.003,0.78,-0.7
Rockies,Dodgers,W,0.098765432,25.6,0.1,-0.026,4.38,-2.5
Yankees,Padres,W,-0.098765432,-32.6,5.4,-0.017,-3.22,3.7
Indians,BlueJays,W,-0.034468216,-15.6,1.7,-0.014,-1.77,0.3
Cubs,Mets,W,-0.098765432,-80.4,0.2,-0.01,-0.87,-0.8
Tigers,Rays,L,-0.114408404,-26.9,3.2,-0.024,1.86,0.8
Reds,Nationals,W,0.166666667,72.6,-0.9,0,3.51,-0.9
Royals,Phillies,W,-0.061728395,-55,2.8,-0.021,0.73,0.7
Angels,RedSox,W,0.117283951,144.1,2,0.022,3.52,4.2
WhiteSox,Astros,L,0.037037037,29.1,2.4,-0.01,2.04,1.4
Rangers,Twins,W,-0.222222222,-12.9,2.8,-0.011,0.91,1.7
Brewers,Cardinals,W,0.080246914,79.4,-4.3,0.011,1.88,-3.2
Pirates,Athletics,L,-0.055555556,-74.4,-2.3,-0.011,-0.01,-3.4
Orioles,Mariners,W,-0.018518519,19.5,-1,0.003,0.78,-0.7
Rockies,Dodgers,W,0.098765432,25.6,0.1,-0.026,4.38,-2.5
Yankees,Padres,L,-0.098765432,-32.6,5.4,-0.017,-3.22,3.7
Marlins,Braves,L,-0.068322981,-55.9,0.2,-0.008,-2.34,-0.6
Brewers,Nationals,L,0.135802469,52.4,-5.3,0.012,4.92,-4.1
Angels,Rays,W,-0.037037037,14.1,8.1,-0.017,3.62,6.4
Rangers,RedSox,W,-0.012345679,133,-1.6,0.02,3.32,0.4
Yankees,WhiteSox,W,-0.037037037,16.9,1.4,0.005,-2.64,1.9
Athletics,Twins,L,-0.061728395,74.4,3.8,0.005,0.18,4.3
Mariners,Astros,W,-0.012345679,-38.5,2.7,-0.012,1.26,1.5
Pirates,Cardinals,L,0.049382716,47.4,-0.1,-0.002,1.16,-0.3
Reds,Cubs,W,0.216049383,135.6,0,0,2.94,0
Braves,Phillies,W,0.015911356,-29.9,3,-0.015,1.63,1.5
Rockies,Giants,W,0.074074074,19.4,-3.6,-0.017,0.87,-5.3
Marlins,Mets,W,0.046353807,29.4,1.5,-0.017,0.13,-0.2
Royals,BlueJays,W,0.049382716,98.7,1.7,-0.013,0.28,0.4
Tigers,Indians,W,0.049689441,14.3,-1.1,-0.005,2.42,-1.6
Orioles,Dodgers,W,0.012345679,-36.6,-0.3,-0.007,4.18,-1
Reds,Cubs,L,0.216049383,135.6,0,0,2.94,0
Braves,Phillies,W,0.015911356,-29.9,3,-0.015,1.63,1.5
Brewers,Nationals,L,0.135802469,52.4,-5.3,0.012,4.92,-4.1
Royals,BlueJays,W,0.049382716,98.7,1.7,-0.013,0.28,0.4
Tigers,Indians,W,0.049689441,14.3,-1.1,-0.005,2.42,-1.6
Angels,Rays,L,-0.037037037,14.1,8.1,-0.017,3.62,6.4
Marlins,Mets,L,0.046353807,29.4,1.5,-0.017,0.13,-0.2
Rangers,RedSox,L,-0.012345679,133,-1.6,0.02,3.32,0.4
Pirates,Cardinals,L,0.049382716,47.4,-0.1,-0.002,1.16,-0.3
Yankees,WhiteSox,L,-0.037037037,16.9,1.4,0.005,-2.64,1.9
Athletics,Twins,W,-0.061728395,74.4,3.8,0.005,0.18,4.3
Mariners,Astros,W,-0.012345679,-38.5,2.7,-0.012,1.26,1.5
Orioles,Dodgers,L,0.012345679,-36.6,-0.3,-0.007,4.18,-1
Rockies,Giants,L,0.074074074,19.4,-3.6,-0.017,0.87,-5.3
Tigers,Indians,L,0.049689441,14.3,-1.1,-0.005,2.42,-1.6
Braves,Phillies,W,0.015911356,-29.9,3,-0.015,1.63,1.5
Marlins,Mets,W,0.046353807,29.4,1.5,-0.017,0.13,-0.2
Athletics,Twins,W,-0.061728395,74.4,3.8,0.005,0.18,4.3
Reds,Cubs,L,0.216049383,135.6,0,0,2.94,0
Orioles,Dodgers,L,0.012345679,-36.6,-0.3,-0.007,4.18,-1
Brewers,Nationals,W,0.135802469,52.4,-5.3,0.012,4.92,-4.1
Royals,BlueJays,W,0.049382716,98.7,1.7,-0.013,0.28,0.4
Angels,Rays,L,-0.037037037,14.1,8.1,-0.017,3.62,6.4
Rangers,RedSox,W,-0.012345679,133,-1.6,0.02,3.32,0.4
Yankees,WhiteSox,W,-0.037037037,16.9,1.4,0.005,-2.64,1.9
Mariners,Astros,W,-0.012345679,-38.5,2.7,-0.012,1.26,1.5
Pirates,Cardinals,L,0.049382716,47.4,-0.1,-0.002,1.16,-0.3
Rockies,Giants,W,0.074074074,19.4,-3.6,-0.017,0.87,-5.3
Angels,Rays,L,-0.037037037,14.1,8.1,-0.017,3.62,6.4
Pirates,Cardinals,W,0.049382716,47.4,-0.1,-0.002,1.16,-0.3
Tigers,BlueJays,W,0.015221225,-1.3,0.6,-0.019,0.65,-1.3
Yankees,Indians,L,0.065332413,75.8,0.6,0.01,-0.2,1.6
Nationals,Mets,W,-0.049382716,-17.4,1.1,-0.01,-1.44,0.1
Braves,Cubs,L,0.213442221,165.7,1.1,0.001,3.34,1.2
Twins,Rangers,L,0.222222222,12.9,-2.8,0.011,-0.91,-1.7
Athletics,Astros,L,0.092592593,101.7,4.4,0.001,2.85,4.5
Mariners,Royals,W,-0.030864198,-123,-0.5,0.002,-0.39,-0.3
Phillies,Rockies,W,0.024691358,96.3,-1.7,0.035,-1.32,1.8
Padres,Dodgers,L,0.141975309,61,-3.6,0.014,4.76,-2.2
Cubs,Pirates,W,-0.154320988,-83.4,0.2,0.001,-3.63,0.3
Angels,Orioles,L,0.092592593,44.5,5.3,-0.004,1.74,4.9
Tigers,BlueJays,W,0.015221225,-1.3,0.6,-0.019,0.65,-1.3
Reds,Marlins,W,0.070930143,25.8,-1.3,0.007,1.94,-0.6
Yankees,Indians,W,0.065332413,75.8,0.6,0.01,-0.2,1.6
Rays,RedSox,W,0.154320988,130,-6.1,0.039,-0.1,-2.2
Nationals,Mets,L,-0.049382716,-17.4,1.1,-0.01,-1.44,0.1
Twins,Rangers,W,0.222222222,12.9,-2.8,0.011,-0.91,-1.7
Braves,WhiteSox,L,0.059121233,80.5,1,0.002,0.51,1.2
Athletics,Astros,W,0.092592593,101.7,4.4,0.001,2.85,4.5
Phillies,Rockies,L,0.024691358,96.3,-1.7,0.035,-1.32,1.8
Cardinals,Brewers,W,-0.080246914,-79.4,4.3,-0.011,-1.88,3.2
Mariners,Royals,L,-0.030864198,-123,-0.5,0.002,-0.39,-0.3
Padres,Dodgers,W,0.141975309,61,-3.6,0.014,4.76,-2.2
Tigers,BlueJays,L,0.015221225,-1.3,0.6,-0.019,0.65,-1.3
Braves,WhiteSox,W,0.059121233,80.5,1,0.002,0.51,1.2
Cardinals,Brewers,L,-0.080246914,-79.4,4.3,-0.011,-1.88,3.2
Angels,Orioles,W,0.092592593,44.5,5.3,-0.004,1.74,4.9
Rays,RedSox,W,0.154320988,130,-6.1,0.039,-0.1,-2.2
Reds,Marlins,W,0.070930143,25.8,-1.3,0.007,1.94,-0.6
Yankees,Indians,L,0.065332413,75.8,0.6,0.01,-0.2,1.6
Athletics,Astros,L,0.092592593,101.7,4.4,0.001,2.85,4.5
Mariners,Royals,W,-0.030864198,-123,-0.5,0.002,-0.39,-0.3
Cubs,Pirates,W,-0.154320988,-83.4,0.2,0.001,-3.63,0.3
Padres,Dodgers,W,0.141975309,61,-3.6,0.014,4.76,-2.2
Nationals,Mets,L,-0.049382716,-17.4,1.1,-0.01,-1.44,0.1
Phillies,Rockies,W,0.024691358,96.3,-1.7,0.035,-1.32,1.8
Twins,Rangers,L,0.222222222,12.9,-2.8,0.011,-0.91,-1.7
Tigers,BlueJays,W,0.015221225,-1.3,0.6,-0.019,0.65,-1.3
Reds,Marlins,W,0.070930143,25.8,-1.3,0.007,1.94,-0.6
Yankees,Indians,L,0.065332413,75.8,0.6,0.01,-0.2,1.6
Nationals,Mets,L,-0.049382716,-17.4,1.1,-0.01,-1.44,0.1
Cubs,Pirates,L,-0.154320988,-83.4,0.2,0.001,-3.63,0.3
Angels,Orioles,W,0.092592593,44.5,5.3,-0.004,1.74,4.9
Rays,RedSox,W,0.154320988,130,-6.1,0.039,-0.1,-2.2
Braves,WhiteSox,L,0.059121233,80.5,1,0.002,0.51,1.2
Athletics,Astros,W,0.092592593,101.7,4.4,0.001,2.85,4.5
Cardinals,Brewers,L,-0.080246914,-79.4,4.3,-0.011,-1.88,3.2
Mariners,Royals,L,-0.030864198,-123,-0.5,0.002,-0.39,-0.3
Twins,Rangers,L,0.222222222,12.9,-2.8,0.011,-0.91,-1.7
Phillies,Rockies,L,0.024691358,96.3,-1.7,0.035,-1.32,1.8
Padres,Dodgers,W,0.141975309,61,-3.6,0.014,4.76,-2.2
Rangers,Cubs,W,0.049382716,70.5,1.1,-0.006,4.37,0.5
RedSox,Yankees,L,-0.055555556,-164.6,1.2,-0.03,0.86,-1.8
Mets,Phillies,L,-0.098765432,-115.2,1.7,-0.006,-0.84,1.1
Pirates,Nationals,W,0.104938272,20.4,-1.1,-0.001,4.2,-1.2
Orioles,Rays,L,-0.12962963,-30.4,2.8,-0.013,1.88,1.5
Royals,Tigers,W,0.034161491,100,1.1,0.006,-0.37,1.7
Brewers,Reds,W,-0.030864198,-20.2,-4.4,0.012,1.41,-3.2
Rockies,Braves,L,-0.040602715,-66.4,-1.3,-0.02,-0.31,-3.3
Indians,Twins,L,-0.219653401,-57.1,2.6,-0.011,-3.07,1.5
Marlins,Cardinals,L,0.040180968,73.8,1.4,-0.008,-1.47,0.6
WhiteSox,Angels,W,-0.024691358,3.6,-4.6,0.003,-1.74,-4.3
BlueJays,Athletics,W,-0.12345679,-115.9,-2.9,-0.002,-1.48,-3.1
Astros,Mariners,L,0.012345679,38.5,-2.7,0.012,-1.26,-1.5
Giants,Padres,W,-0.117283951,-54.8,7.3,-0.023,-1.25,5
Rangers,Cubs,W,0.049382716,70.5,1.1,-0.006,4.37,0.5
RedSox,Yankees,L,-0.055555556,-164.6,1.2,-0.03,0.86,-1.8
BlueJays,Athletics,W,-0.12345679,-115.9,-2.9,-0.002,-1.48,-3.1
Astros,Mariners,W,0.012345679,38.5,-2.7,0.012,-1.26,-1.5
Orioles,Rays,L,-0.12962963,-30.4,2.8,-0.013,1.88,1.5
Mets,Phillies,W,-0.098765432,-115.2,1.7,-0.006,-0.84,1.1
Pirates,Nationals,W,0.104938272,20.4,-1.1,-0.001,4.2,-1.2
Indians,Twins,W,-0.219653401,-57.1,2.6,-0.011,-3.07,1.5
Rockies,Braves,L,-0.040602715,-66.4,-1.3,-0.02,-0.31,-3.3
Royals,Tigers,L,0.034161491,100,1.1,0.006,-0.37,1.7
Brewers,Reds,L,-0.030864198,-20.2,-4.4,0.012,1.41,-3.2
Marlins,Cardinals,W,0.040180968,73.8,1.4,-0.008,-1.47,0.6
Giants,Padres,W,-0.117283951,-54.8,7.3,-0.023,-1.25,5
WhiteSox,Angels,W,-0.024691358,3.6,-4.6,0.003,-1.74,-4.3
Orioles,Rays,W,-0.12962963,-30.4,2.8,-0.013,1.88,1.5
Royals,Tigers,W,0.034161491,100,1.1,0.006,-0.37,1.7
Brewers,Reds,W,-0.030864198,-20.2,-4.4,0.012,1.41,-3.2
Rockies,Braves,W,-0.040602715,-66.4,-1.3,-0.02,-0.31,-3.3
Mets,Phillies,L,-0.098765432,-115.2,1.7,-0.006,-0.84,1.1
Pirates,Nationals,L,0.104938272,20.4,-1.1,-0.001,4.2,-1.2
Indians,Twins,L,-0.219653401,-57.1,2.6,-0.011,-3.07,1.5
Marlins,Cardinals,L,0.040180968,73.8,1.4,-0.008,-1.47,0.6
Rangers,Cubs,L,0.049382716,70.5,1.1,-0.006,4.37,0.5
WhiteSox,Angels,W,-0.024691358,3.6,-4.6,0.003,-1.74,-4.3
BlueJays,Athletics,L,-0.12345679,-115.9,-2.9,-0.002,-1.48,-3.1
Astros,Mariners,L,0.012345679,38.5,-2.7,0.012,-1.26,-1.5
Giants,Padres,W,-0.117283951,-54.8,7.3,-0.023,-1.25,5
RedSox,Yankees,W,-0.055555556,-164.6,1.2,-0.03,0.86,-1.8
Orioles,Yankees,W,-0.030864198,-65,-2.1,-0.004,2.64,-2.5
Marlins,Phillies,L,-0.052411625,-85.8,3.2,-0.023,-0.71,0.9
Mets,Cubs,W,0.098765432,80.4,-0.2,0.01,0.87,0.8
Braves,Reds,W,-0.002607162,30.1,1.1,0.001,0.4,1.2
Twins,Tigers,W,0.16996396,42.8,-1.5,0.016,0.65,0.1
Indians,Royals,W,-0.083850932,-114.3,0,-0.001,-2.05,-0.1
Padres,Cardinals,W,0.111111111,98.7,-3.8,0.02,0.94,-1.8
Rays,Rockies,W,0.043209877,-31.8,-3.2,0.032,-2.08,0
Astros,Athletics,W,-0.092592593,-101.7,-4.4,-0.001,-2.85,-4.5
Rangers,Angels,W,-0.12962963,-11.1,-3.6,-0.002,-0.2,-3.8
WhiteSox,Mariners,W,0.049382716,67.6,-0.3,0.002,0.78,-0.1
Orioles,Yankees,W,-0.030864198,-65,-2.1,-0.004,2.64,-2.5
Dodgers,Nationals,L,0.024691358,10.7,-1.2,0.007,-0.78,-0.5
Marlins,Phillies,L,-0.052411625,-85.8,3.2,-0.023,-0.71,0.9
Brewers,Pirates,W,0.030864198,32,-4.2,0.013,0.72,-2.9
Mets,Cubs,L,0.098765432,80.4,-0.2,0.01,0.87,0.8
Braves,Reds,L,-0.002607162,30.1,1.1,0.001,0.4,1.2
Twins,Tigers,L,0.16996396,42.8,-1.5,0.016,0.65,0.1
Giants,RedSox,W,0.037037037,142.4,0.7,0.024,1.11,3.1
Indians,Royals,L,-0.083850932,-114.3,0,-0.001,-2.05,-0.1
Rays,Rockies,L,0.043209877,-31.8,-3.2,0.032,-2.08,0
Astros,Athletics,W,-0.092592593,-101.7,-4.4,-0.001,-2.85,-4.5
Rangers,Angels,W,-0.12962963,-11.1,-3.6,-0.002,-0.2,-3.8
WhiteSox,Mariners,L,0.049382716,67.6,-0.3,0.002,0.78,-0.1
Braves,Reds,W,-0.002607162,30.1,1.1,0.001,0.4,1.2
Twins,Tigers,L,0.16996396,42.8,-1.5,0.016,0.65,0.1
Indians,Royals,L,-0.083850932,-114.3,0,-0.001,-2.05,-0.1
Padres,Cardinals,W,0.111111111,98.7,-3.8,0.02,0.94,-1.8
Padres,Cardinals,W,0.111111111,98.7,-3.8,0.02,0.94,-1.8
Mets,Cubs,W,0.098765432,80.4,-0.2,0.01,0.87,0.8
Rays,Rockies,L,0.043209877,-31.8,-3.2,0.032,-2.08,0
